query,reply,label
中学呢,请问你哪里人？济南？,0
中学呢,没事，多看看才能知道合不合适，我们的工作也是多帮您找到合适的房源,0
中学呢,渝北中学,1
中学呢,中学为南开中片师范大学、天达南都、六三中学,1
中学呢,我当场带你去,0
中学呢,深圳实验学校,1
中学呢,中小学离社区不远。,1
中学呢,您好,0
中学呢,然后是初中。,1
中学呢,赤壁路50中学,1
中学呢,十五中,1
中学呢,南都附中不擅长鼓楼,1
中学呢,你明天有空吗？,0
中学呢,南大附中,1
中学呢,第四十九中学的总部设在西区和淑华学校,1
中学呢,没有电梯。学位就在那儿。房东的儿子现在应该40岁左右了,0
中学呢,？,0
中学呢,问问学区？,0
中学呢,18中,1
中学呢,今天才可以看到这所房子。星期六可以看到一周一次。它不能在其他时间见房客。,0
中学呢,你从哪里来的？济南？,0
中学呢,中学是派位的，稍等我编辑一下发给您,1
中学呢,济南中学,1
中学呢,没关系。我们可以知道它是否合适。我们的工作就是帮你找到合适的房子,0
中学呢,人大附这边有落户年限要求，去年是3年零8个月,0
中学呢,窗户外面晒,0
中学呢,深圳外国语学校，初中,1
中学呢,您这边是首套吗？,0
中学呢,孩子多大了？,0
中学呢,这个是大型小区,0
中学呢,这套房子性价比挺高的 您想看的话帮您约房主,0
中学呢,对的不是重点,0
中学呢,五中和四中,1
中学呢,成都37中，成都实验中学光华校区,1
中学呢,五中、四中,1
中学呢,这是一套三层的房子，但是这里的房东把卧室改成了书房,0
中学呢,您好，您之前咨询的房源近七日被带看7次，比较抢手，您今天有时间去看看吗？,0
中学呢,人大附中对这边的居住要求，去年是三年零八个月,0
中学呢,成都第三十七中学成都实验中学光华校区,1
中学呢,您好，您之前咨询过的房子最近7天已经被带去看了7次，很受欢迎。你今天有时间看一看吗？,0
中学呢,这是一个很大的社区,0
中学呢,这套是万兴街商务区总价最低的一套，适合公寓拆迁户投资,0
中学呢,还不错。现在的私立幼儿园都还好。,0
中学呢,窗外,0
中学呢,我确认好回复您的,0
中学呢,好的👌方便留个电话给我吗,0
中学呢,是的,0
中学呢,深圳外国语学校初中,1
中学呢,没有电梯，学位是在的，房东的儿子现在应该有40岁左右了,0
中学呢,三十中,1
中学呢,人大附中二分，八一，十九中，中关村中学，中关村知春路校区,1
中学呢,中学有指定的名额。我会编辑它，稍后再发给你,1
中学呢,中学摇号四九中的本部还有西区，以及蜀华学校,1
中学呢,目前高新区外国语,1
中学呢,市桥中学是电脑派位的,1
中学呢,你好，请问之前咨询的房子考虑看看吗？你电话多少，我和你联系介绍一下。,0
中学呢,这是第一个吗？,0
中学呢,都可以,0
中学呢,这房子很划算。如果你想看，请和店主预约,0
中学呢,然后是高新第一学校初中部。,1
中学呢,这不是重点,0
中学呢,中学是85中学,1
中学呢,小学和中学离小区都不远。,1
中学呢,这房子刚好今天能看，一周就周六能看一次，其他时间额约不到里面的租客。,0
中学呢,但是周末方便过来看下现房吗？业主急卖价格还可以小刀。,0
中学呢,是个套三的房子，只是房东这边是有一个卧室改成了书房,0
中学呢,没问题,0
中学呢？,这些都是朝南的,0
中学呢？,这个是朝南的,0
中学呢？,中学是迎宾中学,1
中学呢？,中学上育才,1
中学呢？,这套房子还有一个储藏室约14平,0
中学呢？,中学的话是迎宾中学,1
中学呢？,一中摇号,0
中学呢？,东海中学,1
中学呢？,你好,0
中学呢？,您是想看保利的房子嘛,0
中学呢？,你想看看保利的房子吗,0
中学呢？, 没事的,0
中学呢？,你现在有时间看看真正的房子吗？,0
中学呢？,十八中,1
中学呢？,这套是朝南的,0
中学呢？,中学教育,1
中学呢？,这几套都是朝南的,0
中学呢？,您现在有时间去看看实房吗？,0
中学呢？,房子还有一个约14平方米的储藏室,0
中学在哪里读书,你的孩子什么时候上小学,0
中学在哪里读书,这所中学是杨家坪中学,1
中学在哪里读书,这所小学是西郊小学,0
中学在哪里？,离这儿不远有一所加拿大华裔私立学校,1
中学在哪里？,中学是桃花中学,1
中学在哪里？,新华御湖庄园为肥西所有,0
中学带的哪个学校,二期的话现在有点难,0
中学带的哪个学校,基本都650以上了,0
中学带的哪个学校,您预算在哪个区间,0
中学是什么档次啊,房子一栋楼单独管理,0
中学是什么档次啊,八一，中关村中学，海淀前十左右，一零一海淀前六,1
中学是什么档次啊,中学实力较强,1
中学是几年级,八一，中关村中学，海淀十强，101海淀六强,1
中学是几年级,中学的实力很强,1
中学是几年级,这房子是分开管理的,0
中学是哪家？,理工大学,0
中学是哪家？,师大附中,1
中学是哪家？,163中学,1
中学是哪？,新华御湖庄园是肥西产权的,0
中学是哪？,这边附近不远有一个私立的中加学校,1
中学是哪？,中学是桃花中学,1
中学有吗？,中学目前没有规划,1
中学有吗？,目前这个小区的孩子都是在南师附中从幼儿园到高中的，不过小区南门口有个公办的小学在建,1
中学有吗？,目前没有上中学的计划,1
中学有吗？,您好，您之前咨询的房源户型很优质，您有时间去看看吗？,0
中学有吗？,目前，这个小区的孩子都是南师大附中的幼儿园到高中，但小区南门有一所在建的公办小学,1
中学有吗？,你好，你之前咨询过的房子质量很好。你有时间看看吗？,0
中学读哪里对口,中学是杨家坪中学,1
中学读哪里对口,您这边小孩是什么时候上小学呢,0
中学读哪里对口,小学是西郊小学,0
中学？,钟公庙中学,1
中学？,你好，你之前咨询过的房子质量很好。你有时间看看吗？,0
中学？,北师大,0
中学？,您好，您之前咨询的房源户型很优质，您有时间去看看吗？,0
中学？,中公庙中学,1
中小学？,你好，你之前咨询过的房子质量很好。你有时间看看吗？,0
中小学？,住宅区相对较新。2016年6月移交，,0
中小学？,看看吧。是这两所学校的,1
中小学？,您看一下，就是这两个学校的,1
中小学？,？,0
中小学？,您好，您之前咨询的房源户型很优质，您有时间去看看吗？,0
中小学？,小区比较新，是16年6月份交房的，,0
中小学？,七绝小啊,1
中小学？,你觉得这种房子怎么样？,0
中户的户型怎么样都是朝南的吗？,南北通透的户型都110以上了,0
中户的户型怎么样都是朝南的吗？,平米大了总价就高了,0
中户的户型怎么样都是朝南的吗？,您给我发一下你电话,0
中户的户型怎么样都是朝南的吗？,稍等一下，可以加微信吗？,0
中户的户型怎么样都是朝南的吗？,对，全是朝阳的，不是南北通透的,1
中湖的房子是什么类型的？他们都朝南吗？,是的，都是日出。从北到南是不透明的,1
中湖的房子是什么类型的？他们都朝南吗？,请把你的电话号码给我,0
中湖的房子是什么类型的？他们都朝南吗？,南北通透门型都有110多个,0
中湖的房子是什么类型的？他们都朝南吗？,如果面积再大，总价就高一些,0
中湖的房子是什么类型的？他们都朝南吗？,等一下。我可以添加微信吗？,0
中粮祥云国际三期？,是的,1
中粮祥云国际三期？,这也可以。房子不到两年就有274万套增值税。在地铁口，12楼由北向南有3间卧室和2间卫生间。水电都做好了，人车分开了。小区共有16栋楼，2层楼梯，4户人家,0
中粮祥云国际三期？,人和车都是一个进口进的都不算真正意义上的人车分流,0
中粮祥云国际三期？,祥云也不是,0
中粮祥云国际三期？,你可以在网上看到很多房子。如果你有什么特别的需要，你也可以向你推荐,0
中粮祥云国际三期？,这边看你在线上看的房子蛮多的，有什么具体需求有合适的也可以给你推荐一下,0
中粮祥云国际三期？,这套也可以，房子不满两年274万包增值税，地铁口，12楼南北通透三房两卫，水电搞好了，人车分流，小区一共16幢，两梯四户,0
中粮祥云国际三期？,祥云不是,0
中粮祥云国际三期？,人和车都是进口的，这并不是真正的人车分流,0
中间位置吗,不是,1
中间位置吗,680的  小区里面  不靠马路,0
中间位置吗,都是中间位置和660的栋楼,0
中间套么,是的呀,0
中间套么,业主没说大概就这样了,0
中间套么,刚下降了9万,0
中间套么,店主没说是因为这个,0
中间套么,刚降了9万啊,0
中间户,这套房子在14楼，总楼层18层,0
中间户,明白啦,0
中间户,房子在14楼，有18层,0
中间户,1单元,0
中间户哈,您方便留个电话号码吗,0
中间户哈,明天我带你看看,0
中间户哈,你留个电话号码方便吗,0
中间户哈,我明天带你去,0
中间户哈,是的,0
中间的房子,哦，是南北向的还是南方的？,0
中间的房子,中间位置,1
中间的房子,需要更换还是直接购买？,0
中间的房子吗,需要置换还是直接买？,0
中间的房子吗,中间位置,1
中间的房子吗,哦哦，是南北的还是南向的？,0
临不临街,不是顶层，19楼的，是中高层楼,0
临不临街,不临街,1
临不临街,这个是标准的套三，房东租给包租公司那边，然后改成了5个房间,0
临不临街,这是标准套房3。房东把它租给了租赁公司，然后换成了5个房间,0
临不临街,不是顶层。在19楼。这是一座中高层建筑,0
临南大街？,价格还是什么,0
临南大街？,怎么有意思😄,0
临南大街？,临街，今天刚去看的,1
临南街？,多有趣啊😄,0
临南街？,面向街道。我今天才去看的,1
临南街？,价格还是什么,0
临吗,不临马路的,1
临吗,越野,1
临吗,满5年唯一,0
临吗,空间不大,0
临吗,才5年,0
临吗,空间不太多,0
临大路哈？,这个房有钥匙，你看今天什么时候有时间？,0
临大路哈？,房主着急卖，如果考虑的话可以再聊聊,0
临大路哈？,对旁边是通史南路,1
临街三层吧？,价格不用管,0
临街三层吧？,不临街没有3层一居室,1
临街三层吧？,对,0
临街不,这套房子在7楼,0
临街不,采光挺好的,0
临街不,10.14,0
临街不,有时间来看看吧，全税，不满两年,0
临街不,灯光很好,0
临街不,十点一四,0
临街不,过来看看。全额征税。不到两年,0
临街不,房子在七楼,0
临街不,不临街,1
临街不，多少钱,有隔音窗,0
临街不，多少钱,一个下穿，还不算吵,0
临街不，多少钱,有点临街。169万。88平。朝南,1
临街临路吗,南北通透H户型的您考虑吗,0
临街临路吗,不临,1
临街临路吗,您想考虑这个小区的两室,0
临街吗,您稍等，我帮您筛选一下,0
临街吗,朝阳北路,0
临街吗,在互联网上，你可以通过虚拟现实看到它,0
临街吗,这是一栋大楼，一个单元门,0
临街吗,是一个单元门的,0
临街吗,最好带你去看看房子和社区以及位置。你可以先感觉到。现在有更多南北三居室在售。我带你去看看。,0
临街吗,不好意思,0
临街吗,这个房子临小街,1
临街吗,新城镇正对着街道,1
临街吗,街前的位置不好,0
临街吗,不面向街道，面向社区的中庭,1
临街吗,就是一个楼一个单元门,0
临街吗,临街的,1
临街吗,有楼梯，没有电梯,0
临街吗,两个楼梯，一个通向街道，另一个通向社区内部,0
临街吗,有楼梯，无电梯,0
临街吗,两个楼梯，一个通街道，另一个通小区里面,0
临街吗,在网上可以VR带看,0
临街吗,电梯房考虑吗,0
临街吗,你愿意考虑华远新城吗？,0
临街吗,这是一个单元门,0
临街吗,首付33万,0
临街吗,您好，目前房子都是有钥匙的，我已经来京在京27天，没有异常情况，如果您在京的时间超过14天，就可以带您看房，目前因为疫情和过年，积攒了大批客户，现在出来看房的客户也增多了很多，成交也在增多。,0
临街吗,请稍等。我会帮你筛选的,0
临街吗,临街,1
临街吗,可以的,0
临街吗,不临街,1
临街吗,你好，目前所有的房子都有钥匙。我在北京已经27天了，没有任何异常情况。如果你在北京呆了14天以上，你可以带你去看看房子。目前，由于疫情和春节，已经积累了大量客户。现在出来看房的客户也越来越多，成交也越来越多。,0
临街吗,之前有客户改动过,0
临街吗,是的，在D区北行，顶楼二层。,0
临街吗,以前有过客户变更,0
临街吗,嗯,0
临街吗,首付：33万元,0
临街吗,电梯间,0
临街吗,地华里之前卖哪个不临街好位置,0
临街吗,靠百色路,1
临街吗,把东山,0
临街吗,临保利街,1
临街吗,抵押金额75万元,0
临街吗,最好能带您先实地看看房子和小区以及位置，您先感受一下，现在在售的南北三居室也比较多，我多约几套带您一起看看。,0
临街吗,是的，这套房子在D区北排，次顶层。,0
临街吗,不临街，朝小区中庭,1
临街吗,华苑新城您考虑吗？,0
临街吗,按揭金额75万,0
临街吗,新城这个临街,1
临街吗？,在,0
临街吗？,不临街呢,1
临街吗？,你感觉怎么样,0
临街吗？,这套房子在8号楼,0
临街吗？,目前没有人谈论这件事。价格刚刚调整过,0
临街吗？,12号楼,0
临街吗？,15号楼的2单元离里面更近。地板又高又静。,0
临街吗？,这栋楼后面有写字楼，写字楼后面才是高架桥,0
临街吗？,老师，我也约您好几次了。,0
临街吗？,你感觉怎么样？,0
临街吗？,老师，我已经和你约好几次了。,0
临街吗？,房子在8号楼,0
临街吗？,目前没人谈，价格也是刚调的,0
临街吗？,郑先生，你想看看吗？是的,0
临街吗？,大楼后面有一座办公楼，办公楼后面是高架桥,0
临街吗？,郑老师，你看看吗？可以约,0
临街吗？,15号楼二单元靠里一点，楼层高，挺安静的哈。,0
临街吗？,不临街,1
临街呀,也不算临街,1
临街呀,就一条路,0
临街呀,比较靠里,0
临街呀,不是街道,1
临街的咋样,还有的如果房子是三十几层的话就想选二十五六层，有的不想要太高就想要十一二层，也有部分家里有老人孩子的选择一二楼,0
临街的咋样,临街的有利有弊，价位会比小区里面便宜一些，而且出入方便，一般年前人比较喜欢,0
临街的咋样,目前还是田家湾村的，以后规划也要拆，但是具体时间就不清楚了,0
临街算硬伤吧,相对而言比较好，楼道比较干净,0
临街算硬伤吧,临街后期通过装修可以改善,0
临街算硬伤吧,现在断桥铝的玻璃隔音效果很好,0
临街这边吗？,不临街，视野非常棒，我之前和业主谈过,1
临街这边吗？,20/22层,0
临街这边吗？,2单元,0
临街？,罗哥,0
临街？,南区还是北区的,0
临街？,小区绿化率为30%，绿化好，容积率为4，实行封闭式管理。物业为：西安海悦物业管理有限公司，物业费为1.2元每平每月。,0
临街？,对的,1
临街？,是的，市场不好,0
临街？,16楼,0
临街？,不在街上,1
临街？,它有100多米。房间里没有太多噪音,0
临街？,前面正对着阜石路，但距离很远,1
临街？,你可以看看虚拟现实,0
临街？,这套不临街,1
临街？,对，市场不好,0
临街？,您可以看一下那个VR,0
临街？,6楼,0
临街？,有100多米，屋子里感觉没多大声音,0
临街？,前边对着阜石路，但是距离比较远,1
临街？,小区绿化率30%，绿化良好，容积率4，实行封闭式管理。物业：西安海悦物业管理有限公司，物业费为1.2元/平方月。,0
临街？,南方还是北方,0
临街？,台北湾分为两个区,0
临路吗,不领路,1
临路吗,给你发微信,0
临路吗,不临路,1
临路吗,发给您微信了,0
临马路吗,小区挨着玉兰园,0
临马路吗,在那里有去幼儿园和幼儿园的交通工具,0
临马路吗,社区紧邻玉兰花园,0
临马路吗,不临街,1
临马路吗,学校有幼儿园到初中，交通有公交车,0
为什么他们没有房产证,？,0
为什么他们没有房产证,是的,0
为什么他们没有房产证,你在找不规则的东西吗,0
为什么他们没有房产证,你现在需要咨询什么,0
为什么价格还在下跌,现在客户做决定需要很长时间,0
为什么价格还在下跌,多看不代表市场好,0
为什么价格还在下跌,去年我卖出了295万个停车位,0
为什么半装修？,你想看房子看中了价格只要不是很离谱，我去谈,0
为什么半装修？,空着,0
为什么半装修？,可以去看下,0
为什么半装修？,你预算多少,0
为什么半装修？,出租,1
为什么契税不是1,第一组是1%,1
为什么契税不是1,这是按家庭计算的,0
为什么契税不是1,我个人认为买房子是不必要的。它影响我的感情,0
为什么契税不是1,我们买房子住是为了提高生活质量,0
为什么契税不是1,你名下有两栋房子,1
为什么小学不是人民小学,只有约克郡别墅可以阅读。你会考虑吗,1
为什么小学不是人民小学,恒大也近在咫尺,0
为什么小学不是人民小学,读不了,1
为什么是半装修？,空着,0
为什么是半装修？,你的预算是多少,0
为什么是半装修？,出租,1
为什么是半装修？,你想看房子看中了价格只要不是很离谱，我去谈,0
为什么是半装修？,你可以去看看,0
为什么没有产证呀,但是这个产证是要政府批下来,1
为什么没有产证呀,现在也不确定什么时候能批下来,0
为什么没有产证呀,房子户型是挺好的,0
为什么没有产证呀,拆迁房，一般情况要交房满五年以后才能去办理产证,1
为什么没有产证呀,现在已经有五年了,0
为什么没有生产许可证,但是，生产许可证应该得到政府的批准,1
为什么没有生产许可证,拆迁房屋，一般情况下交房5年后再去办理生产证,1
为什么没有生产许可证,已经五年了,0
为什么没有生产许可证,我不确定什么时候能批准,0
为什么没有生产许可证,房子的类型很好,0
为什么没有电梯/它建了很久了？还是远程配套设施不齐全？,老小区的价格在1万~1.2万左右,0
为什么没有电梯/它建了很久了？还是远程配套设施不齐全？,如果你想看南陵峪，这个小区有电梯,1
为什么没有电梯/它建了很久了？还是远程配套设施不齐全？,有大约9000个便宜的，但没有居住环境,0
为什么没有电梯/它建了很久了？还是远程配套设施不齐全？,2008年以前老小区没有电梯？,1
为什么没有电梯/它建了很久了？还是远程配套设施不齐全？,好的,0
为什么没电梯/建的时间很久？或偏僻配套设施不齐全？,2008年以前的老小区基本上都没有电梯哦?,1
为什么没电梯/建的时间很久？或偏僻配套设施不齐全？,特别便宜的有9000左右的，但是没有小区环境的那种,0
为什么没电梯/建的时间很久？或偏僻配套设施不齐全？,你如果是要看成南领寓这个小区是有电梯的哈,1
为什么没电梯/建的时间很久？或偏僻配套设施不齐全？,好的,0
为什么没电梯/建的时间很久？或偏僻配套设施不齐全？,老小区普遍价格在10000到12000左右,0
为什么现在只能公积金贷款,房子的年代超过了商业袋的使用年限,1
为什么现在只能公积金贷款,哦哦,0
为什么现在只能公积金贷款,看房龄,0
为什么现在只能公积金贷款,不一定,0
为什么现在只能公积金贷款,是的,0
为什么这张照片还是空白的,顶跃,0
为什么这张照片还是空白的,这个在顶层,0
为什么这张照片还是空白的,不临,0
为什么这张照片还是空白的,这平地板是精装的,0
为什么这张照片还是空白的,丁越是一片空白，你可以装饰自己,0
为什么这是透明的,它是透明的。你认为什么是透明的,1
为什么这是透明的,还有3万？,0
为什么这是透明的,店主认为销售额很低,0
为什么这是透明的,车位20,0
为什么这是透明的,?,0
主人想要多少钱？,现在是380了,1
主人想要多少钱？,我想我们可以多谈一点,0
主人想要多少钱？,面积大😁,0
主人有多少空间,为你找到合适的房子,0
主人有多少空间,你有时间看看吗？你只考虑这个社区，还是这个社区可以接受？你可以简单介绍一下你的需求，我可以给你配上其他房源,0
主人有多少空间,有空间，但不是很大,1
主要是为了房子,明天你可以看看,0
主要是为了房子,刚刚上的,0
主要是为了房子,先看看,0
主要是价格问题，看我们能否谈判,水映五一节,0
主要是价格问题，看我们能否谈判,嗯，看完房子，我们不能，所以我们可以坐下来和她谈谈,1
主要是价格问题，看我们能否谈判,你们有些人先看一下，我跟你们谈谈，业主也是买房来交换的,0
主要是价钱看看能不能商量,有的您先看看完我给您谈，业主也是买房换房,0
主要是价钱看看能不能商量,水映得五一,0
主要是价钱看看能不能商量,嗯先看看看完房子咱们不行就坐下来跟她聊聊,1
主要是采光怎么样？,这个具体看中了可以谈,0
主要是采光怎么样？,二十几万,0
主要是采光怎么样？,百分之三十,0
主要是采光怎么样？,采光没有问题,1
主要是采光怎么样？,不是低楼层,0
主要看房子,刚刚上的,0
主要看房子,您先看一下,0
主要看房子,明天您可以实地看一下,0
主要考虑的问题是交通商业配套和后期出手的问题,就在中山北路上,0
主要考虑的问题是交通商业配套和后期出手的问题,可以用公积金,0
主要考虑的问题是交通商业配套和后期出手的问题,大拇指因为双学区和双地铁，价格会比他们高,1
主要考虑的问题是交通商业配套和后期出手的问题,中海凯旋门都是65年的住宅,0
主要考虑的问题是交通商业配套和后期出手的问题,和大拇指性质是一样的,0
主路吗？,21楼,0
主路吗？,不算主路，因为车不多,1
主路吗？,这套房子也挺好的,0
主路吗？,这不是主干道，因为车不多,1
主路吗？,这房子也很好,0
丽景城有宝中学位房？,是您方便就留个电话，等一下我跟你联系,0
丽景城有宝中学位房？,没有丽景城，是西乡中学,1
丽景城有宝中学位房？,宝和大厦是宝中学位初中,1
丽景花园在哪里,对的,0
丽景花园在哪里,在中东路,1
丽景花园在哪里,嘉兴市区,1
丽江市有没有保中度房？,没有丽晶城。是西乡中学,1
丽江市有没有保中度房？,如果你方便的话，我晚点再和你联系,0
丽江市有没有保中度房？,宝合楼是宝中的一所初中,1
之前发的房子能看吗,你好,0
之前发的房子能看吗,能看有钥匙看房方便,1
之前发的房子能看吗,您好，您之前咨询的房源户型很优质，您有时间去看看吗？,0
之前咨询过这个小区的一套，170万，包车位，毛坯的，你感觉价格怎样,我知道那个房子,0
之前咨询过这个小区的一套，170万，包车位，毛坯的，你感觉价格怎样,还考虑么,0
之前咨询过这个小区的一套，170万，包车位，毛坯的，你感觉价格怎样,顶楼的,0
之前咨询过这个小区的一套，170万，包车位，毛坯的，你感觉价格怎样,对,0
之前咨询过这个小区的一套，170万，包车位，毛坯的，你感觉价格怎样,现在又便宜了,1
之前怎么样？,之前的成绩都是一点点变好，和去年差不太多,0
之前怎么样？,雨花台中学今年考的也不错,0
之前怎么样？,三房的价格要在550万朝上,0
之前怎么样？,您是主要考虑两房吗？,0
之前怎么样？,今年考南外的人数少了点,0
之前有人说可能是470,嗯,0
之前有人说可能是470,楼上有500万个隔断，现在可以卖485万,0
之前有人说可能是470,这个价钱卖不出去,0
之前还说可以470,嗯,0
之前还说可以470,这个价格卖不了,0
之前还说可以470,楼上有隔断的500万，目前485万可以卖,0
之前那套房子业主还能便宜不,问题应该不大,0
之前那套房子业主还能便宜不,价格的话，咱们可以吧业主约出来,1
之前那套房子业主还能便宜不,没问题。,0
之前问一直不说啥时候满?,您约的看房大概什么时候呢，我这边联系下业主！另外给您在多匹配几套房源，到时候您一起都看看，做个对比?,0
之前问一直不说啥时候满?,您也约的是我们贝壳的同事嘛？,0
之前问一直不说啥时候满?,这个房子是我维护。对这个房子的情况也比较了解！?,0
之前问一直不说啥时候满?,其实您不用约很多中介，整个西安的房源都是共享的！您只需要找一两个人专业的带您看下就行了！?,0
之前问一直不说啥时候满?,14楼有一个，还有16楼也有一个，估计您也都看过咨询过了！情况也都比较了解！?,0
九江小学？,嗯,0
九江小学？,不，佳兆业,0
九江小学？,东丽国际花城龙月湾优质时代住宅城市阳光四川网络国际唐府锦绣城市风光茂名市佳兆业8号,0
也不知道业主心里价位？,跟咱们预算还是有点差距,0
也不知道业主心里价位？,心里价位在1280左右,1
也不知道业主心里价位？,房子有遮挡哦,0
也包括在契税里？,有城外的房间吗？,0
也包括在契税里？,你有贷款记录吗,0
也包括在契税里？,那是百分之二十,0
也包括在契税里？,你需要帮助释放,0
也包括在契税里？,契税1.5%，个税1%，中介费3%,1
也对口万德小学吗？,72.28,0
也对口万德小学吗？,350万,0
也对口万德小学吗？,是的。,1
也没什么要求，就是户型方正就行，别靠路,嗯 您电话多少 有合适的 我发给您您看一下,0
也没什么要求，就是户型方正就行，别靠路,房子位置没问题,0
也没什么要求，就是户型方正就行，别靠路,嗯 还有套7楼,0
也要求满多久才能上学么,再帮您找下其它房源,0
也要求满多久才能上学么,不客气，计划让小孩上哪个学校,0
也要求满多久才能上学么,满6年,0
也要求满多久才能上学么,有,0
也适合万德小学吗？,七十二点二八,0
也适合万德小学吗？,350万,0
也适合万德小学吗？,是的。,1
买主付了多少定金,首付三成,1
买主付了多少定金,29万元，增税及中介费4万元，共计33万元,1
买主付了多少定金,在,0
买二手房不就图配套,其他的有简单木地板装修的,0
买二手房不就图配套,有的,0
买二手房不就图配套,一个本的3房总高是11层，目前有套3楼的和5楼的,0
买二手房不就图配套,属于中间楼层,0
买二手房不就图配套,您贵姓？,0
买二手房并不意味着匹配,您贵姓？,0
买二手房并不意味着匹配,有的,0
买二手房并不意味着匹配,阿本的三个房间共11层。目前有三层和五层,0
买二手房并不意味着匹配,其他有简单的木地板装饰,0
买二手房并不意味着匹配,它属于中间层,0
买二手装修税,港口区的公寓不超过7000套,0
买二手装修税,本套装修，税另付,0
买二手装修税,最低价格要求现场申请。你在港口区吗,0
买二手装修税,添加您的微信,0
买二手装修税,我想推荐一个靠近沃金的港口区非公寓,0
买卖时税费高？,嗯嗯,0
买卖时税费高？,要得,0
买卖时税费高？,其实比叠翠峰还远点?,0
买卖时税费高？,不过没啥声音，现在都是动车了，而且马上进站了，速度都比较慢,0
买卖时税费高？,也不会像火车一样鸣笛,0
买卖税高？,要得,0
买卖税高？,实际上，它比叠翠峰远一点？,0
买卖税高？,但是没有噪音。现在都是电动车组，现在就要到车站了。速度比较慢,0
买卖税高？,嗯嗯,0
买卖税高？,听起来不像火车,0
买它要交多少税,中介费客户这边2%，业主那边1%,0
买它要交多少税,这个要全额的增值税，百分之一的个税,1
买它要交多少税,我电话PHONE微信同号，方便可以加个微信，到时候要看可以打我电话,0
买它要交多少税,这是全额增值税，1%的个人所得税,1
买它要交多少税,客户2%，业主1%,0
买它要交多少税,考虑看看房子,0
买它要交多少税,好的,0
买它要交多少税,我用同一号码打电话微信，方便的话可以加一个微信，想看的时候可以给我打电话,0
买它要交多少税,考虑看看房子吗,0
买家首付了多少万,在,0
买家首付了多少万,29万，加税费中介费4万，一共33万,1
买家首付了多少万,首付三成,1
买满两年的二手房，要交什么税？,你想要多少价位的房子？,0
买满两年的二手房，要交什么税？,一个契税。一个个人所得税。,1
买满两年的二手房，要交什么税？,如果是拆迁安置房可能会有一个物业维修基金,1
买满两年的二手房，要交什么税？,契税。个人所得税。,1
买满两年的二手房，要交什么税？,如果是安置房，可能会有物业维修基金,1
买满两年的二手房，要交什么税？,是的,0
买满两年的二手房，要交什么税？,契税要看你名下有没有房子。你打算买什么地方,0
买满两年的二手房，要交什么税？,契税要看你现在名下有没有房子。你准备买的是多大面积的,0
买满两年的二手房，要交什么税？,你想要多少钱？,0
买这可以入读哪里的幼儿园小学和中学呢？,您好,0
买这可以入读哪里的幼儿园小学和中学呢？,可以,0
买这可以入读哪里的幼儿园小学和中学呢？,崇德实小,1
买那个二手装修过的有税么,给您推荐个港区非公寓，位置在沃金附近,0
买那个二手装修过的有税么,最低价格需要现场申请，您在港区吗,0
买那个二手装修过的有税么,加您微信吧,0
买那个二手装修过的有税么,港区没有七千多的公寓,0
买那个二手装修过的有税么,装修过的这套，税费各付,0
事实上，他们卖的是装饰和家具,您,0
事实上，他们卖的是装饰和家具,两个房间的单价会更高,0
事实上，他们卖的是装饰和家具,我们也应该有一个全面的看法,0
事实上，他们卖的是装饰和家具,如果房子超过五岁，税就很小了,0
事实上，他们卖的是装饰和家具,看看你的付款。我在和你说话,0
事实上，未来科技城的配套设施还没有上来,杭州奥林匹克体育与未来科技城蓬勃发展,1
事实上，未来科技城的配套设施还没有上来,有太多的技术成人,0
事实上，未来科技城的配套设施还没有上来,他们并不都很穷。如果你在那边买房子，你应该考虑近距离工作,0
事实上，未来科技城的配套设施还没有上来,未来科技城将崛起,1
事实上，未来科技城的配套设施还没有上来,开发商都是猴精，猴肉不大不吃,0
二套买进的话税大概多少？,您离这边远吗？,0
二套买进的话税大概多少？,您看您有没有时间来实地看看？,0
二套买进的话税大概多少？,二套的话可以做底一点，买入价格高，没有什么税费,1
二套买进的话税大概多少？,上叠加别墅，有电梯，带一个车位,0
二套买进的话税大概多少？,建沿河公园,0
二套只需要3%的契税吗,二套买什么房子都要3%,1
二套只需要3%的契税吗,小区环境一般,0
二套只需要3%的契税吗,临街，开窗户肯定会吵,0
二套只需要3%的契税吗,7号楼,0
二套只需要3%的契税吗,是的,0
二套房首付多少,两套首付四成,1
二套房首付多少,在中间一层，光线很好,0
二套房首付多少,而且是中间楼层采光好,0
二套房首付多少,你有时间可以到我们公司来，我给您多约几套可以上一小的房源您看看,0
二套房首付多少,你有时间可以来我们公司。我再给你几套房子，你可以看看,0
二套房首付多少,二套首付40%,1
二套税多少,稍等,0
二套税多少,这个一居靠谱卖，其他两居没有靠谱卖的,0
二套税多少,我需要整理一下,0
二套税多少,在3层,0
二套税多少,这种的都是可以看房，签不了合同，有点小问题,0
二套购买，首付要多少？,您好,0
二套购买，首付要多少？,二套首付60%,1
二套购买，首付要多少？,这房子不唯一，个税会高一些,0
二套首付多少？,二套28万左右,1
二套首付多少？,好的,0
二套首付要多少,二套首付普通住宅50%，非普70%,1
二套首付要多少,您是商贷还是公积金贷款？,1
二套首付要多少,您什么时间方便的话可以过来看一下的,0
二手房家电家具是一起还是？,现在吗？,0
二手房家电家具是一起还是？,对,0
二手房家电家具是一起还是？,一起的,1
